Label,URL,brand,name,price,ingredients
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-fortifiant-jojoba,DESERT ESSENCE,Shampoing Fortifiant Jojoba,11.5,"Water (Aqua), Sodium Coco-Sulfate (Coconut Derived), Coco-Glucoside (Coconut Derived), Keratin, Hydrolyzed keratin, Opuntia Vulgaris Extract (Nopal Cactus), Simmondsia Chinensis (Jojoba) Seed Oil, Hydrolyzed Wheat Protein, Hydrolyzed Wheat Starch, Aloe Barbadensis Leaf Juice, Yucca Schidigera Extract (Yucca Cactus), Hydrolyzed Jojoba Esters, Sodium Chloride, Glycerin (Plant derived), Glyceryl Oléate (Plant Derived), Glyceryl Caprylate (Plant derived), Citric Acid, Guar Hydroxypropyltrimonium Chloride, Sodium Benzoate, Natural Fragrance (Parfum), Limonene, Geraniol"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-traitant-etre-de-meche,PROPOLIA,Shampoing Traitant Être de Mèche,13.9,"Aqua (Eau), Sodium Cocoamphoacetate, Glycerin, Lauryl Glucoside, Anthemis Nobilis Flower Water (Eau florale de Camomille), Decyl Glucoside, Alcohol, Sodium Cocoyl Glutamate, Sodium Lauryl Glucose Carboxylate, Citric Acid, Coco Glucoside, Glyceryl Oleate, Mel (Miel), Kaolin, Propolis Cera (Propolis pure), Juniperus Oxycedrus Wood Oil (Huile essentielle de Cade), Olea Europaea Leaf Extract (Extrait de feuille d’Olivier), Citrus aurantium bergamia peel oil (Huile essentielle de Bergamote), Cedrus Atlantica Bark Oil (Huile essentielle de Cèdre), Mentha Piperita Oil (Huile essentielle de Menthe poivrée), Lavandula Angustifolia Oil (Huile essentielle de Lavande), Ocimum Basilicum Oil (Huile essentielle de Basilic), Salvia Officinalis Oil (Huile essentielle de Sauge), Rosmarinus Officinalis Leaf Oil (Huile essentielle de Romarin), Cocamidopropyl Betaine, Caprylyl/Capryl Glucoside, Sodium Benzoate, Potassium Sorbate, Dehydroacetic Acid, Benzyl Alcohol, Limonene, Linalool"
Wash,https://labelleboucle.fr/collections/laver/products/gommage-cuir-chevelu,BELLE & BIO,Gommage Cuir Chevelu,12.0,"Aqua, Sodium Chloride, Oryza Sativa Powder, Glycerin, Papaver Somniferum Seed, Mentha Piperita Flower/Leaf/Stem Water, Salvia Officinalis Leaf Water, Caprylyl/Capryl Glucoside, Parfum, Polyglyceryl-4 Oleate, Carrageenan, Xanthan Gum, Aloe Barbadensis Extract, Acanthopanax Senticosus Root Extract, Nasturtium Officinale Extract, Tropaeolum Majus Extract, Sodium Benzoate, Benzyl Alcohol, Glucose, Limonene, Linalool, Ethyl Lauroyl Arginate HCL, Citral, Cinnamic Acid, Geraniol, Dehydroacetic Acid, Citronellol, Tocopherol, Sorbic Acid"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-nourrissant-noix-de-coco,URTEKRAM,Shampoing Nourrissant Noix de Coco,7.0,"Aqua, Cocos Nucifera Saccharum Extract, Sodium Coco­ Sulfate, Coco­glucoside, Aloe Barbadensis Extract, Lauryl Glucoside, Parfum, Citrus Aurantium Dulcis Peel Oil, Laminara Digitata Extract, Glyceryl Oleate, Sodium Chloride, Polyglyceryl­4 Caprate, Xanthan Gum, Bellis Perennis Flower Extract, Magnolia Officinalis Bark Extract, Tocopherol, Beta­sitosterol, Squalene, Limonene"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-solide-sweetie-demelant-hydratant,PACHAMAMAI,Shampoing Solide Sweetie Démêlant Hydratant,12.5,"Sodium Cocoyl Isethionate, Polyglyceryl-2 Stearate (and) Glyceryl Stearate (and) Stearyl Alcohol, Sodium Lauroyl Lactylate, Oryza Sativa Powder, Cocos Nucifera Oil, Citrus Aurantium Amara Oil, Limonene, Linalol"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-doux-etre-de-meche,PROPOLIA,Shampoing Doux Être de Mèche,11.5,"Aqua (Eau), Citrus Aurantium Amara Flower Water (Eau florale d’Orange amère), Glycerin, Sodium Cocoamphacetate, , Lauryl Glucoside, Sodium Cocoyl Glutamate, Sodium Lauryl Glucose Carboxylate, Citric Acid, Coco Glucoside, Glyceryl Oleate, Mel (Miel), Lavandula Angustifolia Flower Water (Eau florale de Lavande), Bambusa Vulgaris Stem Extract (Extrait de Moelle de Bambou), Citrus Paradisi Peel Oil (Huile essentielle de Pomelo), Lavandula Hybrida Oil (Huile essentielle de Lavandin), Saponaria Officinalis Root Extract (Extrait de Saponaire), Cocamidopropyl Betaine, Parfum, Alcohol, Sodium Benzoate, Potassium Sorbate, Dehydroacetic Acid, Benzyl alcohol, Limonene, Linalool"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-hydratant-bouleau,URTEKRAM,Shampoing Hydratant Bouleau,7.0,"Aqua, Aloe Barbadensis Leaf Extract, Sodium Coco-Sulfate, Glycerin, Coco-Glucoside, Lauryl Glucoside, Glyceryl Oleate, Betula Alba Leaf Extract, Juglans Regia Leaf Extract, Sodium Chloride, Parfum, Polyglyceryl-4 Caprate, Xanthan Gum, Lysolecithin, Coco-Caprylate, Tocopherol, Beta-Sitosterol, Squalene, Citral, Limonene, Linalool"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-creme-cheveux-gras,CENTIFOLIA,Shampoing Crème Cheveux Gras,7.95,"Aqua, Caprylyl/Capryl Glucoside, Glycerin, Cocamidopropyl Betaine, Decyl Glucoside, Bentonite, Disodium Cocoyl Glutamate, Inulin, Aloe Barbadensis Leaf Juice Powder, Urtica Dioica Extract, Argilla, Kaolin, Dicaprylyl Carbonate, Sodium Cocoyl Glutamate, Hydrolyzed Sweet Almond Protein, Acacia Senegal Gum, Xanthan Gum, Mica, Quartz, Montmorillonite, Sodium Chloride, Citric Acid, Sodium Benzoate, Dehydroacetic Acid, Lactic Acid, Potassium Sorbate, Parfum, Benzyl Alcohol, Linalool, Citronellol, CI 77288"
Wash,https://labelleboucle.fr/collections/laver/products/taie-doreiller-en-soie,VENUS & GAIA,Taie d'Oreiller en Soie,,"65 x 65 cms ou 50 x 70 cms (taille européenne standard) finition avec passepoil fermeture éclair invisible intégrée 100% soie de mûrier grade 6A, sélectionnée avec soin pour vous apporter la meilleure qualité 22 momme, la meilleure qualité possible pour une soie épaisse ultra résistante et lavable en machine cet article est certifié OEKO-TEX® : STANDARD 100 (numéro de certificat : 19HCN94505) depuis 2019 et GOTS ®"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-solide-doux,UMAÏ,Shampoing Solide Doux,19.0,"Sodium Cocoyl Isethionate, Stearic Acid, Zea Mays (corn) Starch, Palmitic Acid, Coconut Acid, Glycerin, Arachidyl/Behenyl Alcohol, Prunus Amygdalus Dulcis (sweet almond) Oil, Cetearyl Alcohol, Glyceryl Stearate, Helianthus Annuus (sunflower) Seed Oil, Arachidyl/Behenyl Betainate Esylate, Sodium Isethionate, Sodium Olivoyl Glutamate, Prunus Domestica Seed Oil, Rosmarinus Officinalis (rosemary) Extract, Aqua (water), Parfum (fragrance), Hydrogenated Prunus Domestica Seed Oil, Sodium Benzoate, Potassium Sorbate, Tocopherol"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-sec-en-poudre,GYADA COSMETICS,Shampoing Sec en Poudre,,"Hydroxide, Aloe Barbadensis Leaf Juice Powder (), Juglans Regia Shell Powder, Glycine Soja Protein, Calcium Pantothenate, Sodium Bicarbonate, Benzyl Alcohol, Parfum () Issu de l’Agriculture Biologique"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-anti-pollution-green-matcha,URTEKRAM,Shampoing Anti-Pollution Green Matcha,7.0,"Aqua, Aloe Barbadensis Leaf Extract, Sodium Coco-Sulfate, Coco-Glucoside, Glycerin, Lauryl Glucoside, Polyglyceryl- 4 Caprate, Glyceryl Oleate, Hydrolyzed Algin, Phenethyl Alcohol, Sucrose, Camellia Sinensis Leaf, Lysolecithin, Citrus Aurantifolia Oil, Parfum, Coco-Caprylate, Xanthan Gum, Sodium Hyaluronate, Lactic Acid, Sodium Chloride, Tocopherol, Beta-Sitosterol, Squalene, Limonene"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-doux-sans-parfum,DESERT ESSENCE,Shampoing Doux Sans Parfum,9.5,"Aloe Barbadensis Leaf Juice , Camellia Sinensis Leaf Extract (Green Tea), Coco-Glucoside (Coconut/Sugar), Sodium Coco-Sulfate (Coconut), Lauryl Glucoside (Coconut/Sugar), Glycerin (Palm), Decyl Glucoside (Coconut/Sugar), Leuconostoc/Radish Root Ferment Filtrate, Sodium Chloride, Panthenol (Pro-Vitamin B-5), Simmondsia Chinensis (Jojoba) Seed Oil, Lepidium Meyenii Root Extract (Maca Root), Yucca Brevifolia Root Extract (Yucca Cactus), Symphytum Officinale Leaf Extract (Comfrey), Urtica Dioica (Nettle) Leaf Extract, Macrocystis Pyrifera Extract (Sea Kelp), Salix Alba (Willow) Bark Extract, Citric Acid, Potassium Sorbate"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-solide-glamourous-cheveux-secs,PACHAMAMAI,Shampoing Solide Glamourous Cheveux Secs,12.5,"Sodium Cocoyl Isethionate, Kaolin, Cocos Nucifera Oil, Sodium Lauroyl Lactylate, Glycerin, Adansonia Digitata Seed Oil, Illite, Acetum, Cananga Odorata Flower Oil, Benzyl Benzoate, Benzyl Benzoate, Farnesol, Geraniol, Linalol"
Wash,https://labelleboucle.fr/collections/laver/products/soin-lavant-capillaire-detoxifiant-et-volumateur,SERGE D'ESTEL,Soin Lavant Capillaire Détoxifiant et Volumateur,29.0,"Aqua, Sodium Cocoyl Isethionate, Illite, Decyl Glucoside, Citric Acid, Glycerin, Urtica Dioica Leaf Extract, Mentha Piperita Oil, Sodium Benzoate, Potassium Sorbate, Limonene"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-solide-notox-cuirs-chevelus-difficiles,PACHAMAMAI,Shampoing Solide Notox Cuirs Chevelus Difficiles,12.5,"Sodium Cocoyl Isethionate, Ocimum Sanctum Leaf Powder, Aqua, Sodium Caproyl/Lauroyl Lactylate, Cocos Nucifera Oil, Coconut Acid, Sodium Isethionate, Acetum, Sodium Citrate"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-sec-en-poudre-framboise,CENTIFOLIA,Shampoing Sec en Poudre Framboise,10.95,"Zea Mays Starch, Kaolin, Parfum, Citronellol, Oryza Sativa Powder, Acetum"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-vegan-hydratation-shampoo,CUT BY FRED,Shampoing Vegan Hydratation Shampoo,36.0,"Aqua, Lauryl Glucoside, Glycerin, Sodium Cocoyl Glutamate, Sodium Cocoamphoacetate, Citric Acid, Sodium Chloride, Sodium Polyaspartate, Parfum (fragance), Guar Hydroxypropyltrimonium Chloride, Sodium Benzoate"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-a-la-bay-saint-thomas,KALIA NATURE,Shampoing à la Bay Saint Thomas,15.9,"Aqua, Lauryl Glucoside, Rosa Damascena Flower Water, Glycerin, Tilia Vulgaris Water, Sodium Cocoamphoaceate, Decyl Gluoside, Lippia Citrodora Leaf Water, Sodium Cocoamphoacetate Glutamate, Lactic Acid, Ricinus Communis Seed Oil, Glyceryl Caprylate, Glyceryl Oleate, Coco Glucoside, Coco Caprylate, Levulinic Acid, Sodium Anisate, Sodium Levulinate, Citrus Paradisii Peel Oil, Pimenta Racemosa Leaf/Fruit Oil, Limonene, Eugenol, Citronellol"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-creme-cheveux-normaux,CENTIFOLIA,Shampoing Crème Cheveux Normaux,7.95,"Aqua, Caprylyl/Capryl Glucoside, Glycerin, Cocamidopropyl Betaine, Decyl Glucoside, Helianthus Annuus Seed Oil, Bentonite, Disodium Cocoyl Glutamate, Inulin, Aloe Barbadensis Leaf Juice powder, Butyrospermum Parkii Butter, Camellia Oleifera Seed Oil, Hydrolyzed Sweet Almond Protein, Phospholipids, Glycine Soja Oil, Glycolipids, Glycine Soja Sterols, Sodium Cocoyl Glutamate, Dicaprylyl Carbonate, Acacia Senegal Gum, Xanthan Gum, Quartz, Sodium Chloride, Citric Acid, Tocopherol, Sodium Benzoate, Dehydroacetic Acid, Parfum, Benzyl Alcohol, Linalool, Citronellol"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-solide-amour-de-tortilles,NOIREÔNATUREL,Shampoing Solide Amour de Tortilles,,"Cocos Nucifera Oil, Aqua, Butyrospermum Parkii Butter, Ricinus Communis Seed Oil, Sodium Hydroxide, Sesamum Indicum Seed Oil, Olea Europaea Fruit Oil, Simmondsia Chinensis Seed Oil, Aniba Rosaeodora Wood Oil, Theobroma Cacao Powder, Thymus Satureioides Oil, Benzyl Benzoate, Geraniol, Limonene, Linalool"
Wash,https://labelleboucle.fr/collections/laver/products/soin-lavant-capillaire-nourrissant-et-reparateur,SERGE D'ESTEL,Soin Lavant Capillaire Nourrissant et Réparateur,,"Aqua, Sodium Cocoyl Isethionate, Kaolin, Decyl Glucoside, Ricinus Communis Seed Oil, Pelargonium Graveolens Oil, Citric Acid, Sodium Benzoate, Potassium Sorbate, Citronellol, Linalool, Geraniol"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-solide-detox,UMAÏ,Shampoing Solide Détox,19.0,"Sodium Cocoyl Isethionate, Stearic Acid, Palmitic Acid, Coconut Acid, Glycerin, Zea Mays (corn) Starch, Arachidyl/Behenyl Alcohol, Montmorillonite, Cannabis Sativa Seed Oil, Illite, Cetearyl Alcohol, Glyceryl Stearate, Helianthus Annuus (sunflower) Seed Oil, Arachidyl/Behenyl Betainate Esylate, Sodium Isethionate, Sodium Olivoyl Glutamate, Olea Europaea (olive) Fruit Oil, Mentha Piperita (peppermint) Leaf Extract, Rosmarinus Officinalis (rosemary) Extract, Parfum (fragrance), Aqua (water), Hydrogenated Olive Oil, Sodium Benzoate, Potassium Sorbate, Tocopherol, Citric Acid"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-vegan-detox-shampoo,CUT BY FRED,Shampoing Vegan Detox Shampoo,36.0,"Aqua, Lauryl Glucoside, Sodium Cocoyl Glutamate, Sodium Cocoamphoacetate, Citric Acid, Sodium Chloride, Cynara Scolymus (artichoke) Leaf Extract, Glycerin, Parfum (Fragance), Propanediol, Guar Hydroxypropyltrimo Nium Chloride, Sodium Benzoate, Gluconactone, Calcium Gluconate, Limonene"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-solide-pure-cheveux-normaux,PACHAMAMAI,Shampoing Solide Pure Cheveux Normaux,12.5,"Sodium Cocoyl Isethionate, Kaolin, Cocos Nucifera Oil, Coconut Acid, Aqua, Ricinus Communis Seed Oil, Sodium Caproyl/Lauroyl Lactylate, Glycerin, Illite, Sodium Isethionate, Acetum, Mentha Piperita Oil, Sodium Citrate, Limonene"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-doux,BELLE & BIO,Shampoing Doux,10.0,"Aqua, Coco-Glucoside, Sodium Coco-Sulfate, Glycerin, Sucrose Laurate, Inulin, Sodium Chloride, Acetum, Hydrolyzed Wheat Protein, Aloe Barbadensis Extract, Althaea Officinalis Root Extract, Parfum, Sodium Benzoate, Citric Acid, Alcohol, Potassium Sorbate, Glyceryl Oleate, Cellulose Gum, Xanthan Gum, Geraniol, Citronellol, Cellulose, Fructose, Glucose, Linalool"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-solide-enfant-tendre-croco,NOIREÔNATUREL,Shampoing Solide Enfant Tendre Croco,,"Helianthus Annuus Seed Oil, Cocos Nucifera Oil, Aqua, Sodium Hydroxide, Theobroma Cacao Seed Butter, Citrus Aurantium Amara Flower Water, Anthemis Nobilis Flower Water, Prunus Amygdalus Dulcis Oil, Sesamum Indicum Seed Oil, Mel, Calendula Officinalis Flower"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-vegan-solid-shampoo-detox,CUT BY FRED,Shampoing Vegan Solid Shampoo Detox,15.0,"Sodium Cocoyl Isethionate, Cocos Nucifera Oil, Stearic Acid, Palmitic Acid, Kaolin, Ricinus Communis Seed Oil, Aqua, Menthol, Prunus Amygdalus Dulcis Oil, Coconut Fatty Acid, Caprylyl/Capryl Glucoside, Lauryl Glucoside, Sodium Isethionate, Eucalyptus Globulus Leaf Oil, Rosmarinus Officinalis Flower Oil, Cedrus Atlantica Bark Oil, Eucalyptus Citriodora Oil, Helianthus Annus Seed Oil, Tocopherol, Citronellol, Eugenol, Geraniol, Limonene, Linalool"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-doux-grapefruit-watermelon,TROPIKALBLISS,Shampoing Doux Grapefruit Watermelon,17.99,"Aqua, Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Betaine, Sodium Methyl Oleoyl Taurate, Lauryl Glucosides, Coco Glucosides, Glycerin, Glyceryl Oleate, Citrullus lanatus (Watermelon) Seed Oil, Citrus grandis (Grapefruit) Peel Oil, Citrullus Vulgaris (Kalahari Melon) Seed Oil, Guar Hydroxypropyltrimonium Chloride, Benzylalcohol, Dehydroacetic acid, Fragrance, Citric Acid"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-revitalisant-au-raisin-rouge,DESERT ESSENCE,Shampoing Revitalisant au Raisin Rouge,9.5,"Aloe Barbadensis Leaf Juice, Vitis Vinifera (Grape) Leaf Extract, Coco-Glucoside (Coconut / Sugar), Sodium Coco-Sulfate (Coconut), Lauryl Glucoside (Coconut / Sugar), Decyl Glucoside (Coconut / Sugar), Leuconostoc / Radish Root Ferment Filtrate, Sodium Chloride, Glycerin (Palm), Natural Fragrance / Flavor (Parfum / Aroma), Resveratrol (Grapes), Panthenol (Pro-Vitamin B-5), Lepidium Meyenii Root Extract (Maca Root), Yucca Brevifolia Root Extract (Yucca Cactus), Symphytum Officinale Leaf Extract (Comfrey), Urtica Dioica (Nettle) Leaf Extract, Macrocystis Pyrifera Extract (Sea Kelp), Salix Alba (Willow) Bark Extract, Citric Acid, Potassium Sorbate"
Wash,https://labelleboucle.fr/collections/laver/products/gommage-capillaire-depolluting-salt-scrub,CUT BY FRED,Gommage Capillaire Depolluting Salt Scrub,38.0,"Sodium Chloride, Aqua (Water), Sodium Lauroyl Glutamate, Glycerin, Sodium Cocoyl Isethionate, Parfum (Fragrance), Malachite Extract, Citric Acid, Coconut Fatty Acid, Sodium Isethionate"
Wash,https://labelleboucle.fr/collections/laver/products/poudre-de-shikakai-bio,POWDER,Poudre de Shikakaï Bio,,Acacia Concinna Fruit Powder
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-hydrating-hair-cleanser,BOUCLÈME,Shampoing Hydrating Hair Cleanser,23.0,"Aqua, Decyl Glucoside, Glycerin Vegetable, Cocos Nucifera (Virgin Coconut) Oil, Maris Sal, Cocamidopropyl Betaine, Schinziophyton Rautanenii (Mongongo) Kernel Oil, Camellia Oleifera (Camellia) Seed Oil, Hippophae Rhamnoides (Seabuckthorn) Seed Oil, Litsea Cubeba (May Chang) Fruit Oil , Citrus Grandis (Grapefruit) Peel Oil, Citrus Reticulata (Mandarin Red) Peel Oil, Citrus Aurantium Dulcis (Sweet Orange) Peel Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Origanum Majorana (Marjoram Sweet) Leaf Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Mentha Viridis (Spearmint) Leaf Oil, Pogostemon Cablin (Patchouli) Leaf Oil, Michelia Alba (Magnolia) Flower Oil, Michelia Alba (Magnolia) Leaf Oil, Cymbopogon Martini (Palmarosa) Oil, Tilia Cordata (Linden) Flower Oil, Styrax Tonkinensis (Benzoin) Resin Extract, Ricinus Communis (Castor) Seed Oil, Sodium Chloride, Guar Hydroxypropyltrimonium Chloride, Xanthan Gum, Benzyl Alcohol, Dehydroacetic Acid, Sorbitan Sesquicaprylate, Limonene, Linalool, Geraniol"
Wash,https://labelleboucle.fr/collections/laver/products/shampoing-cheveux-boucles,SERGE D'ESTEL,Shampoing Cheveux Bouclés,24.0,"Aqua, Decyl Glucoside, Lauryl Glucoside, Disodium Cocoyl Glutamate, Glycerin, Citric Acid, Sodium Glutamate, Aloe Barbadensis Leaf Juice Powder, Citrus Limon Peel Oil, Sodium Chloride, Sodium Cocoate, Sodium Benzoate, Potassium Sorbate, Citral, Limonene"
